Country,Year,male_death_rate,female_death_rate
Poland,1974,47.67,5.96
Poland,1975,49.14,6.4
Poland,1976,52.71,6.28
Poland,1977,52.59,6.92
Poland,1978,55.5,7.01
Poland,1979,56.87,6.93
Poland,1980,60.24,7.9
Poland,1981,62.32,7.69
Poland,1982,62.68,8.05
Poland,1983,67.36,8.4
Poland,1984,69.55,8.92
Poland,1985,71.11,9.06
Poland,1986,72.37,9.34
Poland,1987,72.97,9.56
Poland,1988,75.5,10.16
Poland,1989,75.42,10.33
Poland,1990,77.47,10.96
Poland,1991,78.14,11.18
Poland,1992,76.47,10.95
Poland,1993,78.25,11.69
Poland,1994,77.69,11.79
Poland,1995,78.91,12.44
Poland,1996,76.8,12.48
Poland,1999,74.1,12.79
Poland,2000,75.82,13.9
Poland,2001,76.47,14.26
Poland,2002,76.27,15.09
Poland,2003,73.53,15.4
Poland,2004,73.11,14.9
Poland,2005,72.03,15.76
Poland,2006,71.08,16.03
Poland,2007,69.23,17.04
Poland,2008,69.12,17.01
Poland,2009,65.79,17.63
Poland,2010,63.34,17.94
Poland,2011,61.14,17.84
Poland,2012,60.51,18
Poland,2013,58.46,18.25
Poland,2014,56.57,19.71
Poland,2015,56.8,19.58
Poland,2016,55.14,19.52
Poland,2017,51.67,19.62
Poland,2018,49.94,19.45
Poland,2019,47.51,19.58
Portugal,1955,8.41,2.33
Portugal,1956,7.53,2.94
Portugal,1957,9.02,2.51
Portugal,1958,8.19,2.19
Portugal,1959,9.3,2.4
Portugal,1960,9.54,2.42
Portugal,1961,9.81,2.89
Portugal,1962,10.34,2.72
Portugal,1963,11.21,2.74
Portugal,1964,11.18,2.71
Portugal,1965,11.78,2.24
Portugal,1966,13.56,3.31
Portugal,1967,11.9,2.94
Portugal,1968,13.74,2.62
Portugal,1969,14.32,3.35
Portugal,1970,14.51,3.14
Portugal,1971,16.05,3.58
Portugal,1972,15.37,3.47
Portugal,1973,16.35,3.56
Portugal,1974,15.5,3.8
Portugal,1975,16.97,3.73
Portugal,1976,17.96,3.59
Portugal,1977,18.69,3.65
Portugal,1978,21.59,3.37
Portugal,1979,22.74,3.89
Portugal,1980,23.65,4.1
Portugal,1981,21.18,4.22
Portugal,1982,22.82,4.62
Portugal,1983,23.73,4.13
Portugal,1984,25.22,4.02
Portugal,1985,27.53,4.43
Portugal,1986,27.52,4.68
Portugal,1987,29.6,4.57
Portugal,1988,28.03,4.7
Portugal,1989,27.11,4.75
Portugal,1990,29.15,4.97
Portugal,1991,28.74,5.3
Portugal,1992,28.84,4.91
Portugal,1993,32.37,5.34
Portugal,1994,30.9,5.18
Portugal,1995,31.06,5.31
Portugal,1996,32.11,4.68
Portugal,1997,31.55,5.07
Portugal,1998,33.15,5.28
Portugal,1999,30.65,5.33
Portugal,2000,31.65,5.68
Portugal,2001,31.32,5.01
Portugal,2002,32.12,5.96
Portugal,2003,33.57,5.82
Portugal,2007,32.94,6.23
Portugal,2008,31.2,6.29
Portugal,2009,32.17,6.87
Portugal,2010,33.53,6.35
Portugal,2011,32.95,7.05
Portugal,2012,32.16,6.93
Portugal,2013,35.02,7.19
Portugal,2014,33.27,7.17
Portugal,2015,32.38,8.1
Portugal,2016,32.97,7.74
Portugal,2017,33.45,7.89
Portugal,2018,32.96,7.95
Puerto Rico,1961,16.33,4.28
Puerto Rico,1962,11.47,4.39
Puerto Rico,1963,12.55,6.08
Puerto Rico,1964,12.94,5.38
Puerto Rico,1965,13.5,4.35
Puerto Rico,1966,14.49,5.73
Puerto Rico,1969,16.04,6.88
Puerto Rico,1970,16.55,6.49
Puerto Rico,1971,18.36,4.68
Puerto Rico,1972,18.83,7
Puerto Rico,1973,16.39,7.45
Puerto Rico,1974,20.72,7.03
Puerto Rico,1975,22.83,7.18
Puerto Rico,1976,19.1,7.68
Puerto Rico,1977,18.45,8
Puerto Rico,1979,18.56,5.46
Puerto Rico,1980,15.44,7.63
Puerto Rico,1981,17.12,7.78
Puerto Rico,1982,20.08,7.28
Puerto Rico,1983,17.32,7.37
Puerto Rico,1984,19.4,7.54
Puerto Rico,1985,19.91,8.38
Puerto Rico,1986,22.83,7.1
Puerto Rico,1987,18.45,7.88
Puerto Rico,1988,21.69,8.3
Puerto Rico,1989,24.03,7.75
Puerto Rico,1990,21.75,8.41
Puerto Rico,1991,24.6,8.3
Puerto Rico,1992,20.45,8.24
Puerto Rico,1993,21.75,7
Puerto Rico,1994,20.46,8.07
Puerto Rico,1995,20.32,8.03
Puerto Rico,1996,20.01,8.79
Puerto Rico,1997,17.1,7.55
Puerto Rico,1998,19.98,7.19
Puerto Rico,1999,18.56,6.29
Puerto Rico,2000,18.81,7.16
Puerto Rico,2001,18.38,7.03
Puerto Rico,2002,16.04,6.15
Puerto Rico,2003,17.17,7.22
Puerto Rico,2004,16.77,6.85
Puerto Rico,2005,15.22,7.14
Puerto Rico,2006,17.25,7.52
Puerto Rico,2007,16.69,7.71
Puerto Rico,2008,15.99,6.97
Puerto Rico,2009,17.7,6.33
Puerto Rico,2010,17.33,6.51
Puerto Rico,2011,16.36,6.41
Puerto Rico,2012,15.83,7.58
Puerto Rico,2013,15.05,6.68
Puerto Rico,2014,15.88,6.54
Puerto Rico,2015,14.58,6.08
Puerto Rico,2016,12.41,5.64
Puerto Rico,2017,13.53,5.22
Reunion,2001,34.44,3.51
Reunion,2002,37.1,4.46
Reunion,2003,46.33,5.09
Reunion,2004,32.52,5.9
Reunion,2005,39.62,4.55
Reunion,2006,36.29,6.65
Reunion,2007,31.62,6.71
Reunion,2008,42.25,6.04
Reunion,2009,36.71,6.29
Reunion,2010,34.48,8.69
Reunion,2011,31.24,8
Reunion,2012,32.96,5.84
Reunion,2013,30.41,4.71
Reunion,2014,32.23,8.08
Reunion,2015,31.39,8.41
Reunion,2016,27.67,6.77
Romania,1959,28.25,6.67
Romania,1960,30.12,6.78
Romania,1961,37.58,8.29
Romania,1962,36.61,7.58
Romania,1963,27.54,6.17
Romania,1964,38.87,7.53
Romania,1965,39.76,7.5
Romania,1966,39.96,7.23
Romania,1967,37.99,7.05
Romania,1968,39.65,7.18
Romania,1969,29.48,6.02
Romania,1970,29.4,6.06
Romania,1971,30.53,5.76
Romania,1972,30.55,5.98
Romania,1973,30.9,5.95
Romania,1974,31.57,5.97
Romania,1975,32.1,6.02
Romania,1976,33.32,6.35
Romania,1977,33.43,6.55
Romania,1978,34.52,6.36
Romania,1980,35.45,7.19
Romania,1981,34.7,6.43
Romania,1982,35,6.24
Romania,1983,35.4,6.38
Romania,1984,36.5,6.3
Romania,1985,38.15,6.45
Romania,1986,40.27,6.66
Romania,1987,40.36,6.62
Romania,1988,42.24,6.65
Romania,1989,41.21,6.97
Romania,1990,40.98,7.2
Romania,1991,42.39,6.96
Romania,1992,45.33,6.85
Romania,1993,46.02,7.94
Romania,1994,47.81,7.76
Romania,1995,48.48,7.94
Romania,1996,47.54,7.9
Romania,1997,48.33,8.32
Romania,1998,48.94,8.3
Romania,1999,47.2,8.26
Romania,2000,49.87,8.76
Romania,2001,50.18,8.76
Romania,2002,50.67,8.7
Romania,2003,49.9,9.23
Romania,2004,49.97,8.59
Romania,2005,51.88,9.44
Romania,2006,50.94,9.94
Romania,2007,51.12,9.64
Romania,2008,51.97,9.55
Romania,2009,53.01,9.7
Romania,2010,52.33,10.05
Romania,2011,52.27,10.56
Romania,2012,52.19,10.99
Romania,2013,51.41,11.23
Romania,2014,52.55,11.27
Romania,2015,52.26,11.54
Romania,2016,50.98,11.59
Romania,2017,50.03,11.88
Romania,2018,48.36,12.13
Romania,2019,45.98,11.98
Russia,1980,64.37,7.24
Russia,1981,65.58,7.19
Russia,1982,67.11,7.25
Russia,1983,69.2,7.59
Russia,1984,70.07,7.48
Russia,1985,71.95,7.63
Russia,1986,74.71,7.86
Russia,1987,75.59,8.01
Russia,1988,77.62,8.15
Russia,1989,78.69,8.19
Russia,1990,79.06,8.23
Russia,1991,79.11,8.03
Russia,1992,78.49,8.13
Russia,1993,79.25,8.13
Russia,1994,77.9,8.02
Russia,1995,74.74,7.56
Russia,1996,71.07,7.26
Russia,1997,70.01,7.27
Russia,1998,68.38,7.01
Russia,1999,67.44,6.74
Russia,2000,66.42,6.73
Russia,2001,63.61,6.73
Russia,2002,62.38,6.58
Russia,2003,60.34,6.31
Russia,2004,59.6,6.47
Russia,2005,58.58,6.3
Russia,2006,57.02,6.17
Russia,2007,56.34,6.28
Russia,2008,55.22,6.34
Russia,2009,55.01,6.39
Russia,2010,53.39,6.32
Russia,2011,51.72,6.21
Russia,2012,49.96,6.2
Russia,2013,49.25,6.27
Russia,2014,49.03,6.42
Russia,2015,47.72,6.32
Russia,2016,47.35,6.21
Russia,2017,45,6.3
Russia,2018,44.75,6.44
Russia,2019,42.7,6.18
Saint Lucia,1968,4.84,0
Saint Lucia,1972,0,0
Saint Lucia,1973,10.17,0
Saint Lucia,1975,11.89,5.2
Saint Lucia,1976,3.38,2.48
Saint Lucia,1977,6.67,0
Saint Lucia,1979,0,0
Saint Lucia,1980,3.28,7.44
Saint Lucia,1981,10.55,11.42
Saint Lucia,1983,10.38,2.01
Saint Lucia,1986,2.46,1.97
Saint Lucia,1987,17.07,6.87
Saint Lucia,1988,7.93,4.18
Saint Lucia,1989,8.56,1.38
Saint Lucia,1990,13.85,3.63
Saint Lucia,1991,14.85,5.02
Saint Lucia,1992,13.89,8.57
Saint Lucia,1993,12.06,6.83
Saint Lucia,1994,6.44,6.61
Saint Lucia,1995,10.52,6.13
Saint Lucia,1996,8.02,4.53
Saint Lucia,1997,11.22,7.12
Saint Lucia,1998,13.85,3.85
Saint Lucia,1999,19.59,6.18
Saint Lucia,2000,6.04,5.32
Saint Lucia,2001,6.33,5.04
Saint Lucia,2002,7.06,5.19
Saint Lucia,2003,9.76,6.2
Saint Lucia,2004,17.53,9.44
Saint Lucia,2005,20.19,2.06
Saint Lucia,2006,10.73,3.7
Saint Lucia,2008,18.4,8.01
Saint Lucia,2009,13.3,1.17
Saint Lucia,2010,15.87,4.06
Saint Lucia,2011,7.8,4.38
Saint Lucia,2012,10.97,4.04
Saint Lucia,2013,15.91,3.31
Saint Lucia,2014,12.24,2.11
Saint Lucia,2015,16.29,5.62
Saint Vincent and the Grenadines,1970,29.74,0
Saint Vincent and the Grenadines,1971,5.05,0
Saint Vincent and the Grenadines,1972,4.65,0
Saint Vincent and the Grenadines,1974,3.19,0
Saint Vincent and the Grenadines,1977,9.78,3.97
Saint Vincent and the Grenadines,1978,7.39,0
Saint Vincent and the Grenadines,1979,14.05,2.32
Saint Vincent and the Grenadines,1982,0,0
Saint Vincent and the Grenadines,1983,8.21,0
Saint Vincent and the Grenadines,1984,7.94,7.2
Saint Vincent and the Grenadines,1985,9.02,5.98
Saint Vincent and the Grenadines,1986,32.4,2.96
Saint Vincent and the Grenadines,1987,3.19,0
Saint Vincent and the Grenadines,1990,18.94,5.33
Saint Vincent and the Grenadines,1995,13.49,4.29
Saint Vincent and the Grenadines,1996,2.59,0
Saint Vincent and the Grenadines,1997,5.16,2.01
Saint Vincent and the Grenadines,1998,20.13,7.39
Saint Vincent and the Grenadines,1999,18.62,1.76
Saint Vincent and the Grenadines,2000,7.96,3.52
Saint Vincent and the Grenadines,2001,18.68,2.05
Saint Vincent and the Grenadines,2002,8.04,11.61
Saint Vincent and the Grenadines,2003,18.46,11.09
Saint Vincent and the Grenadines,2004,8.77,4.63
Saint Vincent and the Grenadines,2005,7.5,5.4
Saint Vincent and the Grenadines,2006,15.1,6.08
Saint Vincent and the Grenadines,2007,8,5.47
Saint Vincent and the Grenadines,2008,4.79,0
Saint Vincent and the Grenadines,2009,11.95,3.41
Saint Vincent and the Grenadines,2010,11.05,0
Saint Vincent and the Grenadines,2011,3.27,5.1
Saint Vincent and the Grenadines,2012,8.65,7.09
Saint Vincent and the Grenadines,2013,15.36,7.72
Saint Vincent and the Grenadines,2014,1.44,4.79
Saint Vincent and the Grenadines,2015,11.32,6.09
Saint Vincent and the Grenadines,2016,4.01,3.64
Saint Vincent and the Grenadines,2017,7.85,7.07
Sao Tome and Principe,1984,5.98,0
Sao Tome and Principe,1985,21.34,5.67
Sao Tome and Principe,1987,6.44,3.03
Serbia,1998,53.65,10.75
Serbia,1999,53.12,11.6
Serbia,2000,55.63,13.03
Serbia,2001,54.43,12.78
Serbia,2002,57.15,13.38
Serbia,2003,56.92,13.92
Serbia,2004,59.24,14.59
Serbia,2005,60.87,14.75
Serbia,2006,63.75,16.72
Serbia,2007,63.14,15.87
Serbia,2008,64.61,17.11
Serbia,2009,63.8,18.65
Serbia,2010,64.71,18.73
Serbia,2011,59.69,18.65
Serbia,2012,60.39,19.15
Serbia,2013,61.02,19.63
Serbia,2014,60.46,19.58
Serbia,2015,60.14,19.78
Serbia,2016,60.21,20.69
Serbia,2017,57.33,21.04
Serbia,2018,57.96,21.48
Serbia,2019,55.4,21.25
Serbia,2020,51.7,20.93
Seychelles,1985,59.85,0
Seychelles,1986,57.91,13.23
Seychelles,1987,61.59,14.72
Seychelles,2001,5.94,3.81
Seychelles,2002,15.79,18.71
Seychelles,2003,30.21,2.3
Seychelles,2004,23.13,18.92
Seychelles,2005,24.55,15.76
Seychelles,2006,35.2,0
Seychelles,2007,27.01,3.68
Seychelles,2008,17.6,1.97
Seychelles,2009,23.23,1.94
Seychelles,2010,9.41,7.6
Seychelles,2011,19.1,3.06
Seychelles,2012,21.52,7.54
Seychelles,2013,8.33,0
Seychelles,2014,18.88,1.74
Seychelles,2015,11.22,5.25
Seychelles,2016,14.8,3.04
Seychelles,2017,37.1,8.46
Seychelles,2019,10.55,5.63
Singapore,1963,31.67,12.57
Singapore,1964,30.43,10.01
Singapore,1965,34.67,11.95
Singapore,1966,34.62,14.59
Singapore,1967,37.61,13.2
Singapore,1968,35.61,14.82
Singapore,1969,36.49,11.32
Singapore,1970,39.74,12.16
Singapore,1971,43.04,14.9
Singapore,1972,48.94,13.33
Singapore,1973,43.21,14.2
Singapore,1974,50.45,18.11
Singapore,1975,51.69,14.28
Singapore,1976,57.76,16.94
Singapore,1977,58.92,18.54
Singapore,1978,56.47,20.59
Singapore,1979,69.08,17.28
Singapore,1980,61.78,19.72
Singapore,1981,63.15,21.14
Singapore,1982,59.53,20.57
Singapore,1983,66.53,21.34
Singapore,1984,63.73,20.73
Singapore,1985,62.51,21.81
Singapore,1986,57.19,22.97
Singapore,1987,68.68,21.55
Singapore,1988,53.07,19.84
Singapore,1989,64.5,22.08
Singapore,1990,55.09,18.81
Singapore,1991,57.67,17.69
Singapore,1992,54.31,17.81
Singapore,1993,49,20.64
Singapore,1994,51.43,18.97
Singapore,1995,51.6,18.8
Singapore,1996,51.49,18.17
Singapore,1997,50.5,19.67
Singapore,1998,52.63,20.17
Singapore,1999,53.33,16.65
Singapore,2000,49.03,15.69
Singapore,2001,45.61,18.75
Singapore,2002,44.96,16.86
Singapore,2003,41.28,14.34
Singapore,2004,43.95,15.44
Singapore,2005,40.95,15.1
Singapore,2006,40.3,16.11
Singapore,2007,40.25,15.54
Singapore,2008,42.75,15.31
Singapore,2009,39.42,16.12
Singapore,2010,35.91,13.13
Singapore,2011,34.78,14.31
Singapore,2012,35.45,14.83
Singapore,2013,34.54,13.94
Singapore,2014,34.07,13.07
Singapore,2015,32.26,13.51
Singapore,2016,30.18,11.72
Singapore,2017,28.55,11.32
Singapore,2018,28.36,10.46
Singapore,2019,23.72,10.72
Singapore,2020,25.74,10.18
Slovakia,1992,68.13,8.39
Slovakia,1993,68.15,8.04
Slovakia,1994,67.92,8.25
Slovakia,1995,72.27,7.74
Slovakia,1996,67.99,7.47
Slovakia,1997,66.6,8.48
Slovakia,1998,68.87,8.36
Slovakia,1999,65.21,8.96
Slovakia,2000,67.25,9.1
Slovakia,2001,62.79,8.37
Slovakia,2002,58.92,8.21
Slovakia,2003,55.69,8.82
Slovakia,2004,55.86,9.31
Slovakia,2005,57.13,8.79
Slovakia,2006,53.43,9.06
Slovakia,2007,52.1,9.08
Slovakia,2008,51.17,9.96
Slovakia,2009,49.34,10.33
Slovakia,2010,48.36,11.26
Slovakia,2012,48.5,10.66
Slovakia,2013,47.2,11.05
Slovakia,2014,44.1,11.18
Slovakia,2016,43.05,12.43
Slovakia,2017,41.32,11.75
Slovakia,2018,41.26,10.88
Slovakia,2019,35.88,10.72
Slovenia,1985,63.79,7.95
Slovenia,1986,61.35,9
Slovenia,1987,62.55,7.29
Slovenia,1988,65.73,8.4
Slovenia,1989,62.32,9.65
Slovenia,1990,68.29,9.28
Slovenia,1991,62.93,8.9
Slovenia,1992,65.79,9.47
Slovenia,1993,68.94,10.36
Slovenia,1994,67.52,9.73
Slovenia,1995,68.82,10.72
Slovenia,1996,65.76,10.1
Slovenia,1997,61.66,10.94
Slovenia,1998,62.84,10.01
Slovenia,1999,60.53,12.85
Slovenia,2000,59.09,11.53
Slovenia,2001,58.09,12.22
Slovenia,2002,54.81,13.22
Slovenia,2003,56.34,13.97
Slovenia,2004,57.85,12.7
Slovenia,2005,56.73,14.59
Slovenia,2006,55.37,13.55
Slovenia,2007,55.79,14.76
Slovenia,2008,52.66,14.76
Slovenia,2009,46.76,14.28
Slovenia,2010,50.28,14.92
Slovenia,2011,47.34,15.73
Slovenia,2012,45.7,16.13
Slovenia,2013,41.99,16.03
Slovenia,2014,43.48,17.69
Slovenia,2015,45.59,15.82
Slovenia,2016,43.3,16.96
Slovenia,2017,40.44,19.56
Slovenia,2018,37.93,19.36
Slovenia,2019,37.41,16.89
Slovenia,2020,35.45,17.39
South Africa,1996,26.5,9.12
South Africa,1997,25.05,8.5
South Africa,1998,26.01,8.99
South Africa,1999,27.07,8.62
South Africa,2000,25.3,8.43
South Africa,2001,25.7,8.46
South Africa,2002,25.05,8.01
South Africa,2003,24.06,8.34
South Africa,2004,25.63,8.81
South Africa,2005,25.35,9.08
South Africa,2006,23.83,9.05
South Africa,2007,24.46,8.7
South Africa,2008,22.85,8.41
South Africa,2009,23.85,8.72
South Africa,2010,23.53,8.59
South Africa,2011,22.97,8.53
South Africa,2012,24.08,8.38
South Africa,2013,22.6,8.55
South Africa,2014,22.8,8.45
South Africa,2015,23.58,8.86
South Africa,2016,25.15,9.43
South Africa,2017,23.51,9.15
South Africa,2018,22.86,8.9
South Korea,1985,19.09,4.89
South Korea,1986,21.25,5.49
South Korea,1987,22.53,5.55
South Korea,1988,25.01,6.36
South Korea,1989,27.73,6.65
South Korea,1990,29.15,7.22
South Korea,1991,32,7.3
South Korea,1992,37.35,9.14
South Korea,1993,40.13,9.93
South Korea,1994,44.15,10.66
South Korea,1995,45.57,10.58
South Korea,1996,45.57,10.8
South Korea,1997,47.36,11.45
South Korea,1998,45.87,10.67
South Korea,1999,47.73,11.1
South Korea,2000,51.7,12.09
South Korea,2001,51.93,12.02
South Korea,2002,51.92,12.61
South Korea,2003,50.36,12.18
South Korea,2004,50.58,11.9
South Korea,2005,49.67,12.15
South Korea,2006,49.54,11.46
South Korea,2007,47.67,11.38
South Korea,2008,46.69,11.28
South Korea,2009,44.13,11.14
South Korea,2010,44.27,11.07
South Korea,2011,42.54,11
South Korea,2012,42.8,10.77
South Korea,2013,41.6,10.71
South Korea,2014,40.59,10.25
South Korea,2015,38.1,9.96
South Korea,2016,38.28,9.31
South Korea,2017,36.13,8.96
South Korea,2018,33.99,8.48
South Korea,2019,33.55,8.49
Spain,1951,8.13,2.45
Spain,1952,9.92,2.55
Spain,1953,10.09,2.59
Spain,1954,11.58,3.1
Spain,1955,13.23,3.07
Spain,1956,14.28,3.51
Spain,1957,14.84,3.93
Spain,1958,15.03,3.59
Spain,1959,15.51,3.65
Spain,1960,18.35,4.34
Spain,1961,18.76,3.87
Spain,1962,20.35,4.09
Spain,1963,19.76,4.08
Spain,1964,20.14,3.89
Spain,1965,21.12,4.09
Spain,1966,21.97,4.27
Spain,1967,22.54,4.6
Spain,1968,23.66,4.5
Spain,1969,23.67,4.34
Spain,1970,24.79,4.54
Spain,1971,25.8,4.6
Spain,1972,26.71,4.42
Spain,1973,28.22,4.57
Spain,1974,29.99,4.71
Spain,1975,33.21,4.68
Spain,1976,32.44,4.22
Spain,1977,34.05,4.68
Spain,1978,36.06,4.44
Spain,1979,38,4.46
Spain,1980,37.18,4.42
Spain,1981,40.04,4.31
Spain,1982,40.72,4.18
Spain,1983,41.92,4.42
Spain,1984,44.24,3.95
Spain,1985,44.87,4.22
Spain,1986,45.36,4.19
Spain,1987,47.99,4.25
Spain,1988,50.4,3.93
Spain,1989,51.25,3.96
Spain,1990,51.71,4.04
Spain,1991,52.61,4.31
Spain,1992,53.81,4.18
Spain,1993,54.08,4.21
Spain,1994,54.78,4.36
Spain,1995,55.41,4.53
Spain,1996,53.64,4.49
Spain,1997,53.43,4.78
Spain,1998,54.46,4.95
Spain,1999,54.13,4.95
Spain,2000,52.02,5.24
Spain,2001,53.19,5.39
Spain,2002,51.4,5.73
Spain,2003,51.82,5.98
Spain,2004,51.23,6.48
Spain,2005,49.87,6.32
Spain,2006,49.56,6.76
Spain,2007,49.15,6.95
Spain,2008,48.01,7.48
Spain,2009,47.46,7.62
Spain,2010,46.61,8.33
Spain,2011,46.22,8.33
Spain,2012,45.17,8.85
Spain,2013,43.81,9.27
Spain,2014,42.18,9
Spain,2015,41.48,9.61
Spain,2016,41.44,9.8
Spain,2017,39.7,10.21
Spain,2018,38.89,10.19
Spain,2019,37.32,10.32
Spain,2020,35.93,10.42
Sri Lanka,1955,0.7,0.26
Sri Lanka,1956,1.05,0.46
Sri Lanka,1957,0.94,0.5
Sri Lanka,1958,1.05,0.78
Sri Lanka,1959,1.18,0.56
Sri Lanka,1960,1.2,0.72
Sri Lanka,1961,1.01,0.79
Sri Lanka,1962,0.9,0.45
Sri Lanka,1963,1.04,0.96
Sri Lanka,1964,1.04,1.07
Sri Lanka,1965,1.1,1.06
Sri Lanka,1966,1.48,0.7
Sri Lanka,1967,1.2,1.2
Sri Lanka,1968,1.42,0.95
Sri Lanka,1977,1.86,0.64
Sri Lanka,1980,1.77,0.89
Sri Lanka,1981,1.64,0.57
Sri Lanka,1983,2.14,0.74
Sri Lanka,1984,2.11,0.65
Sri Lanka,1985,2.12,0.86
Sri Lanka,1986,3.04,0.7
Sri Lanka,1996,4.31,1.64
Sri Lanka,1997,3.4,0.95
Sri Lanka,1998,3.74,1.01
Sri Lanka,1999,4.25,0.96
Sri Lanka,2000,4.81,1.47
Sri Lanka,2001,5.32,1.47
Sri Lanka,2002,4.83,1.22
Sri Lanka,2003,5.28,1.55
Sri Lanka,2004,6.49,1.86
Sri Lanka,2005,6.07,2.11
Sri Lanka,2006,6.68,1.94
Sri Lanka,2007,7.68,2.44
Sri Lanka,2009,8.63,2.41
Sri Lanka,2010,8.41,2.09
Sri Lanka,2011,9.5,2.9
Sri Lanka,2012,7.99,2.81
Sri Lanka,2013,8.95,2.74
Sri Lanka,2014,8.8,2.92
Suriname,1963,10.99,4.82
Suriname,1964,2.37,2.23
Suriname,1965,4.93,3.47
Suriname,1966,3.54,3.68
Suriname,1971,3.31,6.17
Suriname,1975,7.06,1.06
Suriname,1976,10.43,3.04
Suriname,1977,5.66,2.96
Suriname,1978,11.97,1
Suriname,1979,10.38,3.6
Suriname,1980,11.56,4.26
Suriname,1981,7.98,5.03
Suriname,1982,24.61,4.58
Suriname,1984,18.4,2.8
Suriname,1985,7.97,6.71
Suriname,1986,9.93,0.78
Suriname,1987,11.75,3.2
Suriname,1988,10.71,2.29
Suriname,1989,11.28,5.37
Suriname,1990,15.57,7.32
Suriname,1991,9.76,4.31
Suriname,1992,9.73,5.55
Suriname,1995,6.04,3.26
Suriname,1996,8.32,1.16
Suriname,1997,5.97,1.89
Suriname,1998,7.92,5.76
Suriname,1999,11.22,2.42
Suriname,2000,19.38,5.27
Suriname,2001,17.81,4.16
Suriname,2002,19.67,4.81
Suriname,2003,13.9,4.83
Suriname,2004,14.61,4.13
Suriname,2005,13.25,5.92
Suriname,2006,15.69,8.3
Suriname,2007,15.48,6.68
Suriname,2008,17.13,5.05
Suriname,2009,16.24,5.88
Suriname,2010,13.31,6.22
Suriname,2011,13.17,5.02
Suriname,2012,16.86,6.75
Suriname,2013,19.08,9.71
Suriname,2014,21.58,6.94
Sweden,1951,9.76,3.94
Sweden,1952,9.37,4.4
Sweden,1953,10.58,4.01
Sweden,1954,10.99,4.09
Sweden,1955,11.95,3.74
Sweden,1956,11.98,4.15
Sweden,1957,12.96,4.44
Sweden,1958,14.55,4.65
Sweden,1959,14.87,4.54
Sweden,1960,15.73,3.96
Sweden,1961,16.58,4.46
Sweden,1962,17.35,4.39
Sweden,1963,16.8,4.48
Sweden,1964,18.47,4.15
Sweden,1965,18.65,4.66
Sweden,1966,18.99,4.41
Sweden,1967,20.05,5.53
Sweden,1968,20.01,5.1
Sweden,1969,22.1,5.1
Sweden,1970,22.12,5.45
Sweden,1971,24.37,5.92
Sweden,1972,25.51,5.81
Sweden,1973,25.81,6.38
Sweden,1974,26.77,6.77
Sweden,1975,27.25,6.92
Sweden,1976,27.87,6.64
Sweden,1977,30.13,7.13
Sweden,1978,29.06,7.52
Sweden,1979,30.02,7.43
Sweden,1980,28.3,8.21
Sweden,1981,27.29,8.9
Sweden,1982,27.11,8.69
Sweden,1983,27.56,8.69
Sweden,1984,28.71,9.24
Sweden,1985,28.25,9.16
Sweden,1986,26.57,9.94
Sweden,1987,27.37,10.49
Sweden,1988,27.52,10.91
Sweden,1989,25.93,10.89
Sweden,1990,27.03,10.77
Sweden,1991,27.18,12.11
Sweden,1992,26.57,12.28
Sweden,1993,25.34,11.66
Sweden,1994,25.99,12.19
Sweden,1995,25.47,13.44
Sweden,1996,24.67,14.1
Sweden,1997,25.13,13.72
Sweden,1998,24.25,13.68
Sweden,1999,24.8,14.07
Sweden,2000,23.79,14.71
Sweden,2001,23.8,15.91
Sweden,2002,23.25,15.66
Sweden,2003,23.57,15.36
Sweden,2004,23.24,17.11
Sweden,2005,24.2,17.64
Sweden,2006,23.21,17.16
Sweden,2007,21.54,17.66
Sweden,2008,22.42,17.49
Sweden,2009,21,17.28
Sweden,2010,21.6,16.87
Sweden,2011,21.09,16.72
Sweden,2012,20.27,16.34
Sweden,2013,19.21,17.17
Sweden,2014,18.63,17.23
Sweden,2015,18.46,16.56
Sweden,2016,17.98,16.31
Sweden,2017,17.63,16.53
Sweden,2018,16.19,15.57
Switzerland,1951,26,3.82
Switzerland,1952,25.17,3.24
Switzerland,1953,27.78,3.57
Switzerland,1954,28.87,3.59
Switzerland,1955,29.88,3.32
Switzerland,1956,29.71,3.87
Switzerland,1957,31.83,3.5
Switzerland,1958,31.04,3.54
Switzerland,1959,34.32,3.39
Switzerland,1960,34.74,3.48
Switzerland,1961,34.54,3.42
Switzerland,1962,35.51,2.9
Switzerland,1963,39.04,3.49
Switzerland,1964,37.75,3.94
Switzerland,1965,38.89,3.64
Switzerland,1966,41.85,3.55
Switzerland,1967,43.38,4.22
Switzerland,1968,43.77,3.41
Switzerland,1969,45.48,3.54
Switzerland,1970,45.36,3.89
Switzerland,1971,47.66,4.28
Switzerland,1972,47.61,4.68
Switzerland,1973,49.93,4.8
Switzerland,1974,50.92,4.36
Switzerland,1975,53.62,4.94
Switzerland,1976,53.04,5.23
Switzerland,1977,54.18,5.2
Switzerland,1978,54.11,5.1
Switzerland,1979,55.04,5.19
Switzerland,1980,53.34,6.15
Switzerland,1981,54.05,5.92
Switzerland,1982,55.12,6.81
Switzerland,1983,56.27,6.96
Switzerland,1984,53.68,6.58
Switzerland,1985,55.19,7.38
Switzerland,1986,54.83,7.37
Switzerland,1987,51.43,7.75
Switzerland,1988,51.71,7.53
Switzerland,1989,50.27,7.89
Switzerland,1990,50.41,8.56
